registration_number,ngo_name,registration_type,state,city,registered_year,focus_area,website,director_name,beneficiaries_estimate,funding_summary,contact_email,contact_phone,address,annual_report_url,source_links,notes
134208992,Uday Welfare 387,FCRA,Andhra Pradesh,Kurnool,2014,Mental Health,https://www.udaywelfare387.org,Biju Devan,"2.35M (approx., 2019)","FY2024: Total ~ INR 4,900,000; Grants INR 800,000; Donations INR 3,400,000; Govt INR 700,000",contact387@uday.welfare.387.org,8833321160,"42, Kurnool Main Road, Near Market, Andhra Pradesh",https://www.udaywelfare387.org/annual-report.pdf,https://www.udaywelfare387.org|https://example-simulated-source.org/387,
MA/2020/924295,Jeevan Trust 388,NITI Aayog (Darpan),Manipur,Imphal,1997,Arts & Culture,https://www.jeevantrust388.org,Advik Bhakta,"2.44M (approx., 2018)","FY2024: Total ~ INR 1,250,000; Grants INR 300,000; Donations INR 450,000; Govt INR 500,000",contact388@jeevan.trust.388.org,7991566863,"58, Imphal Main Road, Near Market, Manipur",https://www.jeevantrust388.org/annual-report.pdf,https://www.jeevantrust388.org|https://example-simulated-source.org/388,Sample data - synthetic
U59832TR2018NPL97589,Sakhi Association 389,Section-8 Company,Tripura,Agartala,2023,Animal Welfare,https://www.sakhiassociation389.org,Saksham Krishnamurthy,"4.96M (approx., 2019)","FY2023: Total ~ INR 2,320,000; Grants INR 300,000; Donations INR 2,020,000; Govt INR 0",contact389@sakhi.association.389.org,7409836655,"205, Agartala Main Road, Near Railway Station, Tripura",https://www.sakhiassociation389.org/annual-report.pdf,https://www.sakhiassociation389.org|https://example-simulated-source.org/389,Funding estimated for demo
U99126TE2014NPL20323,Prerna Welfare 390,Section-8 Company,Telangana,Warangal,2003,Mental Health,https://www.prernawelfare390.org,Dishani Ramakrishnan,"4.15M (approx., 2020)","FY2020: Total ~ INR 2,000,000; Grants INR 1,200,000; Donations INR 300,000; Govt INR 500,000",contact390@prerna.welfare.390.org,9420954814,"218, Warangal Main Road, Near School, Telangana",https://www.prernawelfare390.org/annual-report.pdf,https://www.prernawelfare390.org|https://example-simulated-source.org/390,Sample data - synthetic
S/96341/MI,Uday Welfare 391,Society,Mizoram,Aizawl,2015,Human Rights,https://www.udaywelfare391.org,Kiara Hayre,"6.03Lakh (approx., 2022)","FY2024: Total ~ INR 2,640,000; Grants INR 900,000; Donations INR 1,440,000; Govt INR 300,000",contact391@uday.welfare.391.org,8420865675,"194, Aizawl Main Road, Near School, Mizoram",https://www.udaywelfare391.org/annual-report.pdf,https://www.udaywelfare391.org|https://example-simulated-source.org/391,Funding estimated for demo
KA/2022/696433,Seva Centre 392,NITI Aayog (Darpan),Karnataka,Mysuru,2013,Livelihood,https://www.sevacentre392.org,Priyansh Chana,"4.83M (approx., 2018)","FY2024: Total ~ INR 2,920,000; Grants INR 400,000; Donations INR 1,920,000; Govt INR 600,000",contact392@seva.centre.392.org,7927742333,"189, Mysuru Main Road, Near Community Centre, Karnataka",https://www.sevacentre392.org/annual-report.pdf,https://www.sevacentre392.org|https://example-simulated-source.org/392,Sample data - synthetic
136000213,Uday Foundation 393,FCRA,Maharashtra,Mumbai,2009,Livelihood,https://www.udayfoundation393.org,Anya Bhatia,"1.45M (approx., 2023)","FY2024: Total ~ INR 6,170,000; Grants INR 1,200,000; Donations INR 3,970,000; Govt INR 1,000,000",contact393@uday.foundation.393.org,9596263013,"102, Mumbai Main Road, Near School, Maharashtra",https://www.udayfoundation393.org/annual-report.pdf,https://www.udayfoundation393.org|https://example-simulated-source.org/393,
404410130,Nirmaan Welfare 394,FCRA,Meghalaya,Shillong,2007,Mental Health,https://www.nirmaanwelfare394.org,Mahika Chawla,"7.93Lakh (approx., 2024)","FY2022: Total ~ INR 3,320,000; Grants INR 1,800,000; Donations INR 920,000; Govt INR 600,000",contact394@nirmaan.welfare.394.org,7111178309,"147, Shillong Main Road, Near School, Meghalaya",https://www.nirmaanwelfare394.org/annual-report.pdf,https://www.nirmaanwelfare394.org|https://example-simulated-source.org/394,Funding estimated for demo
S/94555/AN,Kshitij Trust 395,Society,Andhra Pradesh,Kurnool,2003,Women Empowerment,https://www.kshitijtrust395.org,Yakshit Raj,"9.84Lakh (approx., 2019)","FY2019: Total ~ INR 5,650,000; Grants INR 1,900,000; Donations INR 3,550,000; Govt INR 200,000",contact395@kshitij.trust.395.org,9260688871,"133, Kurnool Main Road, Near Community Centre, Andhra Pradesh",https://www.kshitijtrust395.org/annual-report.pdf,https://www.kshitijtrust395.org|https://example-simulated-source.org/395,Funding estimated for demo
S/28030/SI,Sakhi Society 396,Society,Sikkim,Gangtok,2017,Healthcare,https://www.sakhisociety396.org,Jayan Loke,"767 (approx., 2019)","FY2021: Total ~ INR 1,930,000; Grants INR 900,000; Donations INR 230,000; Govt INR 800,000",contact396@sakhi.society.396.org,9218401184,"94, Gangtok Main Road, Near Railway Station, Sikkim",https://www.sakhisociety396.org/annual-report.pdf,https://www.sakhisociety396.org|https://example-simulated-source.org/396,Funding estimated for demo
U89452WE2017NPL67924,Umeed Association 397,Section-8 Company,West Bengal,Asansol,2012,Urban Poor,https://www.umeedassociation397.org,Saira Rana,"2.33M (approx., 2019)","FY2023: Total ~ INR 4,160,000; Grants INR 1,900,000; Donations INR 2,160,000; Govt INR 100,000",contact397@umeed.association.397.org,7103032432,"155, Asansol Main Road, Near Railway Station, West Bengal",https://www.umeedassociation397.org/annual-report.pdf,https://www.umeedassociation397.org|https://example-simulated-source.org/397,Simulated beneficiary numbers
TR/1995/34315,Annapurna Welfare 398,Trust,Bihar,Muzaffarpur,2016,Disaster Relief,https://www.annapurnawelfare398.org,Jayant Tandon,"1.29M (approx., 2020)","FY2023: Total ~ INR 3,240,000; Grants INR 1,300,000; Donations INR 1,940,000; Govt INR 0",contact398@annapurna.welfare.398.org,9628314359,"169, Muzaffarpur Main Road, Near Railway Station, Bihar",https://www.annapurnawelfare398.org/annual-report.pdf,https://www.annapurnawelfare398.org|https://example-simulated-source.org/398,Sample data - synthetic
TA/2021/79163,Asha Sanstha 399,NITI Aayog (Darpan),Tamil Nadu,Madurai,2014,Healthcare,https://www.ashasanstha399.org,Umang Borah,"8.81Lakh (approx., 2024)","FY2024: Total ~ INR 1,990,000; Grants INR 300,000; Donations INR 890,000; Govt INR 800,000",contact399@asha.sanstha.399.org,8155423401,"97, Madurai Main Road, Near Railway Station, Tamil Nadu",https://www.ashasanstha399.org/annual-report.pdf,https://www.ashasanstha399.org|https://example-simulated-source.org/399,Simulated beneficiary numbers
HI/2019/588333,Dharitri Society 400,NITI Aayog (Darpan),Himachal Pradesh,Mandi,2020,Healthcare,https://www.dharitrisociety400.org,Divyansh Bahri,"4.97M (approx., 2019)","FY2023: Total ~ INR 1,840,000; Grants INR 800,000; Donations INR 40,000; Govt INR 1,000,000",contact400@dharitri.society.400.org,8910256258,"142, Mandi Main Road, Near School, Himachal Pradesh",https://www.dharitrisociety400.org/annual-report.pdf,https://www.dharitrisociety400.org|https://example-simulated-source.org/400,Sample data - synthetic
996169207,Nirmaan Foundation 401,FCRA,Manipur,Imphal,2007,Women Empowerment,https://www.nirmaanfoundation401.org,Kanav Malhotra,"3.59M (approx., 2022)","FY2019: Total ~ INR 3,260,000; Grants INR 700,000; Donations INR 1,560,000; Govt INR 1,000,000",contact401@nirmaan.foundation.401.org,9539672757,"129, Imphal Main Road, Near Market, Manipur",https://www.nirmaanfoundation401.org/annual-report.pdf,https://www.nirmaanfoundation401.org|https://example-simulated-source.org/401,Simulated beneficiary numbers
S/96676/PU,Pragati Trust 402,Society,Punjab,Amritsar,2022,Mental Health,https://www.pragatitrust402.org,Abram Saran,"1.14M (approx., 2021)","FY2024: Total ~ INR 5,130,000; Grants INR 1,500,000; Donations INR 2,630,000; Govt INR 1,000,000",contact402@pragati.trust.402.org,7129014870,"247, Amritsar Main Road, Near School, Punjab",https://www.pragatitrust402.org/annual-report.pdf,https://www.pragatitrust402.org|https://example-simulated-source.org/402,
TR/2024/99260,Sankalp Initiative 403,Trust,Kerala,Thiruvananthapuram,2013,Animal Welfare,https://www.sankalpinitiative403.org,Darshit Trivedi,"1.12M (approx., 2022)","FY2022: Total ~ INR 5,970,000; Grants INR 1,100,000; Donations INR 4,870,000; Govt INR 0",contact403@sankalp.initiative.403.org,8389097283,"45, Thiruvananthapuram Main Road, Near Community Centre, Kerala",https://www.sankalpinitiative403.org/annual-report.pdf,https://www.sankalpinitiative403.org|https://example-simulated-source.org/403,Funding estimated for demo
S/71663/KE,Kshitij Samiti 404,Society,Kerala,Kochi,2022,Livelihood,https://www.kshitijsamiti404.org,Onkar Dora,"2.97Lakh (approx., 2021)","FY2019: Total ~ INR 6,940,000; Grants INR 1,900,000; Donations INR 4,340,000; Govt INR 700,000",contact404@kshitij.samiti.404.org,7447443096,"56, Kochi Main Road, Near Market, Kerala",https://www.kshitijsamiti404.org/annual-report.pdf,https://www.kshitijsamiti404.org|https://example-simulated-source.org/404,Simulated beneficiary numbers
U24046UT2000NPL46838,Sahayog Association 405,Section-8 Company,Uttar Pradesh,Prayagraj,2016,Urban Poor,https://www.sahayogassociation405.org,Rohan Sundaram,"1.04M (approx., 2021)","FY2021: Total ~ INR 1,790,000; Grants INR 0; Donations INR 790,000; Govt INR 1,000,000",contact405@sahayog.association.405.org,9265016731,"136, Prayagraj Main Road, Near Railway Station, Uttar Pradesh",https://www.sahayogassociation405.org/annual-report.pdf,https://www.sahayogassociation405.org|https://example-simulated-source.org/405,Sample data - synthetic
U33878AS2017NPL36321,Dharitri Initiative 406,Section-8 Company,Assam,Jorhat,2008,Livelihood,https://www.dharitriinitiative406.org,Prisha Ganesan,"3.38Lakh (approx., 2019)","FY2019: Total ~ INR 3,850,000; Grants INR 1,200,000; Donations INR 2,150,000; Govt INR 500,000",contact406@dharitri.initiative.406.org,7772256053,"29, Jorhat Main Road, Near Railway Station, Assam",https://www.dharitriinitiative406.org/annual-report.pdf,https://www.dharitriinitiative406.org|https://example-simulated-source.org/406,Sample data - synthetic
U74103MA2017NPL65955,Asha Initiative 407,Section-8 Company,Manipur,Imphal,2012,Urban Poor,https://www.ashainitiative407.org,Abram Maharaj,"4.19M (approx., 2018)","FY2021: Total ~ INR 1,960,000; Grants INR 700,000; Donations INR 260,000; Govt INR 1,000,000",contact407@asha.initiative.407.org,9256862110,"33, Imphal Main Road, Near Railway Station, Manipur",https://www.ashainitiative407.org/annual-report.pdf,https://www.ashainitiative407.org|https://example-simulated-source.org/407,Funding estimated for demo
531762558,Sahayog Centre 408,FCRA,Uttarakhand,Dehradun,2005,Rural Development,https://www.sahayogcentre408.org,Aayush Jani,"3.6M (approx., 2019)","FY2024: Total ~ INR 5,210,000; Grants INR 1,500,000; Donations INR 3,610,000; Govt INR 100,000",contact408@sahayog.centre.408.org,7639282341,"222, Dehradun Main Road, Near Market, Uttarakhand",https://www.sahayogcentre408.org/annual-report.pdf,https://www.sahayogcentre408.org|https://example-simulated-source.org/408,Sample data - synthetic
TR/1998/53596,Prerna Trust 409,Trust,Rajasthan,Bikaner,2023,Disaster Relief,https://www.prernatrust409.org,Heer Chakrabarti,"2.57M (approx., 2023)","FY2021: Total ~ INR 3,480,000; Grants INR 2,000,000; Donations INR 1,180,000; Govt INR 300,000",contact409@prerna.trust.409.org,7432609310,"98, Bikaner Main Road, Near School, Rajasthan",https://www.prernatrust409.org/annual-report.pdf,https://www.prernatrust409.org|https://example-simulated-source.org/409,Funding estimated for demo
128170604,Seva Centre 410,FCRA,Assam,Guwahati,2010,Disability Services,https://www.sevacentre410.org,Ojas Kunda,"1.78M (approx., 2020)","FY2019: Total ~ INR 3,830,000; Grants INR 1,500,000; Donations INR 1,430,000; Govt INR 900,000",contact410@seva.centre.410.org,8545635020,"1, Guwahati Main Road, Near Community Centre, Assam",https://www.sevacentre410.org/annual-report.pdf,https://www.sevacentre410.org|https://example-simulated-source.org/410,Funding estimated for demo
U24618GU2003NPL88680,Kshitij Centre 411,Section-8 Company,Gujarat,Vadodara,2003,Urban Poor,https://www.kshitijcentre411.org,Inaaya  Jain,"4.9M (approx., 2021)","FY2020: Total ~ INR 4,840,000; Grants INR 200,000; Donations INR 4,540,000; Govt INR 100,000",contact411@kshitij.centre.411.org,7825559895,"61, Vadodara Main Road, Near Market, Gujarat",https://www.kshitijcentre411.org/annual-report.pdf,https://www.kshitijcentre411.org|https://example-simulated-source.org/411,
TR/1996/10814,Samarth Welfare 412,Trust,Maharashtra,Aurangabad,2006,Arts & Culture,https://www.samarthwelfare412.org,Rhea Ramesh,"4.7M (approx., 2020)","FY2024: Total ~ INR 4,390,000; Grants INR 1,100,000; Donations INR 2,290,000; Govt INR 1,000,000",contact412@samarth.welfare.412.org,9954738202,"50, Aurangabad Main Road, Near School, Maharashtra",https://www.samarthwelfare412.org/annual-report.pdf,https://www.samarthwelfare412.org|https://example-simulated-source.org/412,
859206491,Umeed Sanstha 413,FCRA,Punjab,Chandigarh,2021,Urban Poor,https://www.umeedsanstha413.org,Prisha Barad,"4.47M (approx., 2024)","FY2020: Total ~ INR 6,670,000; Grants INR 1,600,000; Donations INR 4,970,000; Govt INR 100,000",contact413@umeed.sanstha.413.org,7294240903,"190, Chandigarh Main Road, Near School, Punjab",https://www.umeedsanstha413.org/annual-report.pdf,https://www.umeedsanstha413.org|https://example-simulated-source.org/413,Funding estimated for demo
301514667,Annapurna Society 414,FCRA,Meghalaya,Shillong,2009,Disability Services,https://www.annapurnasociety414.org,Himmat Kalla,"1.85M (approx., 2020)","FY2020: Total ~ INR 3,720,000; Grants INR 800,000; Donations INR 2,820,000; Govt INR 100,000",contact414@annapurna.society.414.org,7202939087,"129, Shillong Main Road, Near Market, Meghalaya",https://www.annapurnasociety414.org/annual-report.pdf,https://www.annapurnasociety414.org|https://example-simulated-source.org/414,Sample data - synthetic
U46406MA2004NPL36446,Seva Organisation 415,Section-8 Company,Maharashtra,Aurangabad,1998,Environment,https://www.sevaorganisation415.org,Madhav Cherian,"3.43M (approx., 2022)","FY2024: Total ~ INR 2,560,000; Grants INR 900,000; Donations INR 1,660,000; Govt INR 0",contact415@seva.organisation.415.org,7338105955,"22, Aurangabad Main Road, Near Market, Maharashtra",https://www.sevaorganisation415.org/annual-report.pdf,https://www.sevaorganisation415.org|https://example-simulated-source.org/415,
U12049AR2017NPL87155,Uday Centre 416,Section-8 Company,Arunachal Pradesh,Itanagar,2015,Environment,https://www.udaycentre416.org,Divit Vaidya,"1.31M (approx., 2021)","FY2021: Total ~ INR 5,030,000; Grants INR 700,000; Donations INR 3,730,000; Govt INR 600,000",contact416@uday.centre.416.org,9164983735,"69, Itanagar Main Road, Near Railway Station, Arunachal Pradesh",https://www.udaycentre416.org/annual-report.pdf,https://www.udaycentre416.org|https://example-simulated-source.org/416,Sample data - synthetic
208672324,Uday Welfare 417,FCRA,Puducherry,Puducherry,2002,Healthcare,https://www.udaywelfare417.org,Anika Sami,"5.83Lakh (approx., 2019)","FY2022: Total ~ INR 2,680,000; Grants INR 200,000; Donations INR 2,180,000; Govt INR 300,000",contact417@uday.welfare.417.org,7397240422,"210, Puducherry Main Road, Near School, Puducherry",https://www.udaywelfare417.org/annual-report.pdf,https://www.udaywelfare417.org|https://example-simulated-source.org/417,Funding estimated for demo
S/51330/KA,Asha Initiative 418,Society,Karnataka,Belgaum,1996,Women Empowerment,https://www.ashainitiative418.org,Kiara Chander,"4.55M (approx., 2023)","FY2020: Total ~ INR 5,460,000; Grants INR 1,000,000; Donations INR 4,360,000; Govt INR 100,000",contact418@asha.initiative.418.org,7100231429,"4, Belgaum Main Road, Near Community Centre, Karnataka",https://www.ashainitiative418.org/annual-report.pdf,https://www.ashainitiative418.org|https://example-simulated-source.org/418,Sample data - synthetic
366220636,Uday Centre 419,FCRA,Assam,Nagaon,1996,Arts & Culture,https://www.udaycentre419.org,Myra Shankar,"4.29M (approx., 2024)","FY2020: Total ~ INR 2,020,000; Grants INR 1,300,000; Donations INR 720,000; Govt INR 0",contact419@uday.centre.419.org,8230848100,"27, Nagaon Main Road, Near Market, Assam",https://www.udaycentre419.org/annual-report.pdf,https://www.udaycentre419.org|https://example-simulated-source.org/419,
TR/2004/90707,Dharitri Centre 420,Trust,Madhya Pradesh,Jabalpur,1997,Rural Development,https://www.dharitricentre420.org,Neelofar Chacko,"3.02M (approx., 2018)","FY2020: Total ~ INR 3,390,000; Grants INR 100,000; Donations INR 3,090,000; Govt INR 200,000",contact420@dharitri.centre.420.org,8172131451,"158, Jabalpur Main Road, Near Market, Madhya Pradesh",https://www.dharitricentre420.org/annual-report.pdf,https://www.dharitricentre420.org|https://example-simulated-source.org/420,Funding estimated for demo
TR/2009/82888,Navjeevan Organisation 421,Trust,Jharkhand,Dhanbad,2010,Animal Welfare,https://www.navjeevanorganisation421.org,Hazel Rege,"1.24M (approx., 2021)","FY2019: Total ~ INR 5,790,000; Grants INR 1,400,000; Donations INR 3,690,000; Govt INR 700,000",contact421@navjeevan.organisation.421.org,8514754102,"200, Dhanbad Main Road, Near Railway Station, Jharkhand",https://www.navjeevanorganisation421.org/annual-report.pdf,https://www.navjeevanorganisation421.org|https://example-simulated-source.org/421,
U52343HI2004NPL24838,Sakhi Trust 422,Section-8 Company,Himachal Pradesh,Mandi,2014,Human Rights,https://www.sakhitrust422.org,Tara Ratti,"3.51M (approx., 2022)","FY2022: Total ~ INR 5,050,000; Grants INR 1,500,000; Donations INR 2,750,000; Govt INR 800,000",contact422@sakhi.trust.422.org,8557676952,"206, Mandi Main Road, Near Railway Station, Himachal Pradesh",https://www.sakhitrust422.org/annual-report.pdf,https://www.sakhitrust422.org|https://example-simulated-source.org/422,Sample data - synthetic
